Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
24.0,B-,1.0,57.0,3938,80,Clinic,1
42.0,B+,22.0,47.0,12585,86,Hospital,1
49.0,O+,4.0,47.0,14525,66,Clinic,0
48.0,O+,22.0,38.0,8712,24,Clinic,0
42.0,B+,2.0,27.0,10387,27,Clinic,0
40.0,O+,1.0,39.0,8241,87,Hospital,1
28.0,B-,27.0,6.0,9349,50,Clinic,1
35.0,B-,2.0,55.0,3997,92,Clinic,1
52.0,B-,3.0,2.0,9629,99,Clinic,1
43.0,O+,29.0,56.0,5943,55,Clinic,1
59.0,AB+,1.0,58.0,1678,18,Mobile_Bus,1
57.0,AB+,21.0,8.0,6643,63,Mobile_Bus,1
26.0,AB-,23.0,43.0,4229,20,Clinic,0
20.0,O+,29.0,38.0,11292,55,Clinic,0
25.0,O-,12.0,14.0,12481,89,Mobile_Bus,0
55.0,A-,25.0,3.0,5357,69,Hospital,1
53.0,O-,5.0,39.0,4769,93,Mobile_Bus,0
19.0,AB+,19.0,39.0,12657,24,Mobile_Bus,0
26.0,AB+,22.0,23.0,7773,20,Mobile_Bus,1
57.0,AB+,21.0,9.0,8650,86,Clinic,1
31.0,A+,7.0,26.0,653,85,Mobile_Bus,0
52.0,AB-,2.0,40.0,7149,20,Mobile_Bus,1
38.0,B-,7.0,38.0,7871,67,Hospital,1
23.0,B+,21.0,43.0,1936,98,Hospital,1
35.0,AB-,6.0,38.0,13357,53,Hospital,1
53.0,O+,7.0,35.0,10484,89,Mobile_Bus,0
,O+,2.0,30.0,6416,41,Mobile_Bus,0
51.0,B+,,41.0,2301,48,Hospital,0
,B-,16.0,25.0,7487,3,Hospital,1
43.0,O+,9.0,27.0,5033,32,Clinic,1
45.0,O-,3.0,13.0,8021,34,Mobile_Bus,1
54.0,AB-,28.0,4.0,3941,4,Hospital,0
60.0,A+,24.0,30.0,6790,27,Hospital,0
63.0,A-,20.0,17.0,7624,26,Clinic,0
45.0,A-,10.0,,5188,64,Mobile_Bus,0
22.0,AB-,18.0,48.0,10751,23,Mobile_Bus,0
59.0,AB-,27.0,8.0,14728,67,Hospital,0
43.0,AB-,23.0,59.0,3067,96,Mobile_Bus,0
50.0,O+,3.0,15.0,10065,95,Clinic,1
45.0,A-,22.0,24.0,14647,80,Clinic,1
40.0,AB+,1.0,30.0,12908,2,Hospital,1
29.0,A+,,26.0,10029,35,Clinic,1
24.0,B+,16.0,24.0,4854,59,Hospital,0
53.0,O-,24.0,47.0,4964,62,Mobile_Bus,1
60.0,A-,6.0,41.0,6411,7,Clinic,0
58.0,AB+,4.0,,4383,91,Mobile_Bus,1
,O-,25.0,,13416,49,Mobile_Bus,0
57.0,O+,6.0,31.0,5103,44,Hospital,1
53.0,AB-,9.0,,1239,16,Hospital,0
51.0,B-,2.0,,8203,35,Clinic,1
37.0,B-,29.0,46.0,9223,20,Clinic,1
35.0,A-,24.0,31.0,10638,65,Mobile_Bus,1
24.0,B+,22.0,39.0,13322,18,Clinic,0
54.0,O-,15.0,40.0,3776,81,Hospital,1
61.0,O-,1.0,49.0,12155,30,Mobile_Bus,1
40.0,A+,15.0,34.0,14417,34,Mobile_Bus,0
64.0,O+,10.0,25.0,4006,94,Mobile_Bus,0
38.0,AB+,10.0,12.0,13666,31,Mobile_Bus,1
150.0,O+,10.0,48.0,3527,97,Mobile_Bus,1
24.0,AB+,22.0,46.0,13086,43,Hospital,1
23.0,AB+,7.0,2.0,999999,88,Hospital,1
34.0,A-,23.0,45.0,10957,10,Hospital,1
64.0,O-,6.0,58.0,9958,63,Mobile_Bus,1
,O-,3.0,36.0,13598,39,Mobile_Bus,1
36.0,B-,6.0,10.0,2544,2,Mobile_Bus,1
27.0,A-,17.0,49.0,14097,82,Clinic,0
51.0,AB-,20.0,50.0,8826,97,Hospital,0
33.0,O+,22.0,20.0,11143,12,Mobile_Bus,1
22.0,AB+,29.0,7.0,521,43,Mobile_Bus,0
,B+,12.0,38.0,7530,51,Mobile_Bus,1
59.0,AB+,18.0,46.0,11158,53,Hospital,1
37.0,A+,7.0,40.0,4509,66,Clinic,0
42.0,AB+,9.0,31.0,11911,91,Hospital,0
46.0,B+,10.0,41.0,3106,40,Clinic,1
40.0,B-,8.0,41.0,5095,34,Hospital,1
19.0,O-,1.0,16.0,4529,5,Hospital,1
37.0,AB-,17.0,6.0,13701,58,Mobile_Bus,0
33.0,B-,,44.0,7968,51,Hospital,0
46.0,O+,22.0,32.0,3303,74,Hospital,0
19.0,B+,27.0,42.0,4405,26,Clinic,1
54.0,O-,29.0,37.0,6888,81,Clinic,0
20.0,B+,5.0,48.0,876,78,Mobile_Bus,0
47.0,B-,5.0,5.0,1400,22,Mobile_Bus,1
63.0,AB-,3.0,53.0,8401,78,Mobile_Bus,1
50.0,O-,1.0,21.0,2500,49,Mobile_Bus,1
35.0,B+,17.0,58.0,7428,81,Hospital,0
,B-,1.0,23.0,2421,57,Hospital,0
47.0,A+,24.0,29.0,5423,18,Clinic,1
27.0,AB+,22.0,53.0,5594,59,Hospital,0
39.0,B+,1.0,44.0,6443,98,Hospital,0
57.0,B+,19.0,31.0,11035,94,Clinic,0
38.0,A-,28.0,24.0,2519,37,Clinic,1
40.0,AB-,20.0,20.0,5013,20,Hospital,1
61.0,O+,23.0,4.0,10782,53,Hospital,0
37.0,A-,13.0,20.0,9985,59,Clinic,1
55.0,A+,12.0,59.0,7801,69,Clinic,0
57.0,AB+,16.0,,9010,27,Clinic,1
41.0,AB-,8.0,57.0,5727,6,Hospital,0
48.0,B+,7.0,16.0,1764,58,Hospital,0
45.0,B+,19.0,56.0,14574,89,Hospital,0
47.0,A-,9.0,4.0,6596,6,Hospital,1
55.0,B+,12.0,26.0,3886,12,Mobile_Bus,0
64.0,O-,9.0,53.0,14174,74,Hospital,1
64.0,B+,15.0,17.0,268,34,Clinic,1
29.0,AB-,25.0,35.0,9077,4,Clinic,0
21.0,AB-,23.0,13.0,11682,4,Mobile_Bus,1
57.0,AB+,19.0,3.0,8637,18,Clinic,1
45.0,O+,25.0,37.0,9230,51,Mobile_Bus,0
49.0,O+,9.0,11.0,6344,26,Clinic,0
21.0,AB-,9.0,14.0,6873,87,Hospital,0
21.0,B-,9.0,31.0,11799,18,Mobile_Bus,0
24.0,AB+,2.0,2.0,6368,25,Clinic,0
52.0,B-,22.0,33.0,2568,58,Mobile_Bus,1
61.0,A-,20.0,,7323,97,Clinic,0
63.0,O+,26.0,48.0,866,64,Clinic,1
61.0,B-,28.0,1.0,11465,25,Clinic,1
44.0,O-,17.0,56.0,1216,38,Mobile_Bus,1
58.0,A-,29.0,15.0,9229,37,Mobile_Bus,1
28.0,B-,,24.0,5758,41,Hospital,1
45.0,B+,16.0,21.0,13217,31,Clinic,1
36.0,AB-,27.0,55.0,6620,68,Clinic,1
47.0,A+,5.0,52.0,10252,77,Clinic,1
63.0,O-,10.0,23.0,8271,90,Mobile_Bus,1
50.0,O-,28.0,51.0,7919,71,Mobile_Bus,1
23.0,A-,,2.0,471,8,Mobile_Bus,1
26.0,A+,4.0,10.0,3991,2,Mobile_Bus,1
23.0,A+,22.0,51.0,5148,17,Mobile_Bus,0
37.0,AB-,12.0,20.0,6858,96,Clinic,0
39.0,AB+,6.0,45.0,10490,8,Hospital,1
57.0,A+,29.0,32.0,6129,87,Clinic,0
19.0,A-,14.0,42.0,2555,53,Clinic,0
55.0,AB-,11.0,36.0,13387,52,Mobile_Bus,0
48.0,AB-,19.0,,8728,60,Mobile_Bus,1
33.0,A+,7.0,26.0,9171,86,Mobile_Bus,0
19.0,O+,,46.0,7490,26,Clinic,1
46.0,AB-,16.0,50.0,13990,30,Clinic,0
,B-,26.0,20.0,1124,70,Clinic,1
46.0,B+,27.0,29.0,5956,50,Hospital,0
27.0,O-,8.0,3.0,14549,19,Clinic,1
58.0,B-,6.0,43.0,13309,83,Hospital,1
53.0,A+,17.0,30.0,3750,95,Hospital,1
56.0,A-,15.0,44.0,10970,72,Hospital,1
28.0,O+,24.0,53.0,14795,53,Clinic,0
49.0,AB+,11.0,3.0,635,2,Mobile_Bus,0
32.0,A-,16.0,,6154,91,Hospital,0
31.0,O-,25.0,21.0,1986,3,Mobile_Bus,0
41.0,O+,12.0,54.0,8196,11,Clinic,1
37.0,O+,,46.0,2685,21,Clinic,0
39.0,B+,17.0,7.0,7860,31,Mobile_Bus,1
55.0,A+,14.0,34.0,7858,77,Clinic,1
24.0,AB+,1.0,28.0,9478,72,Hospital,1
46.0,O+,10.0,10.0,13096,65,Mobile_Bus,1
42.0,O+,21.0,48.0,6181,15,Mobile_Bus,0
33.0,AB+,23.0,42.0,11049,83,Mobile_Bus,1
30.0,B+,10.0,33.0,3170,45,Hospital,1
,O-,18.0,55.0,4667,41,Clinic,1
32.0,AB-,26.0,9.0,4700,71,Hospital,0
22.0,A+,10.0,9.0,576,12,Mobile_Bus,0
19.0,AB+,4.0,17.0,7053,16,Mobile_Bus,1
53.0,O-,27.0,59.0,8047,33,Mobile_Bus,1
19.0,AB-,29.0,20.0,8012,85,Clinic,1
40.0,O+,12.0,4.0,14355,97,Hospital,1
39.0,O+,,12.0,12961,69,Clinic,0
28.0,B-,26.0,15.0,12821,68,Hospital,0
29.0,O+,,21.0,2910,22,Mobile_Bus,0
19.0,AB-,12.0,45.0,14968,25,Clinic,1
34.0,B-,6.0,25.0,11777,4,Mobile_Bus,1
24.0,O-,16.0,30.0,637,34,Clinic,0
41.0,AB-,18.0,9.0,12175,37,Mobile_Bus,1
56.0,AB+,5.0,47.0,12042,40,Mobile_Bus,0
19.0,A-,25.0,19.0,5239,64,Mobile_Bus,0
26.0,O+,10.0,10.0,14096,11,Clinic,1
64.0,O-,7.0,36.0,7326,11,Hospital,1
42.0,AB-,13.0,51.0,4049,2,Hospital,0
24.0,O-,4.0,39.0,3936,44,Clinic,1
27.0,A+,10.0,34.0,10221,34,Mobile_Bus,1
57.0,A+,11.0,6.0,1390,41,Hospital,0
51.0,AB+,1.0,6.0,3000,12,Hospital,0
25.0,B-,17.0,30.0,1093,32,Hospital,1
60.0,AB-,14.0,4.0,820,43,Clinic,0
58.0,O+,16.0,46.0,6561,81,Clinic,1
34.0,AB-,16.0,46.0,6096,11,Clinic,0
60.0,B+,6.0,45.0,14946,49,Mobile_Bus,1
58.0,O-,6.0,44.0,6654,61,Clinic,0
61.0,O+,21.0,24.0,11089,99,Hospital,1
34.0,B-,10.0,49.0,2038,63,Mobile_Bus,0
64.0,O+,17.0,25.0,5182,23,Mobile_Bus,0
46.0,B-,25.0,32.0,3334,92,Mobile_Bus,1
63.0,A+,22.0,22.0,8808,84,Hospital,1
35.0,O-,20.0,2.0,11803,37,Clinic,0
59.0,O-,22.0,24.0,2104,93,Clinic,1
43.0,A+,3.0,25.0,1001,46,Clinic,0
25.0,A+,6.0,58.0,6623,32,Hospital,1
27.0,A+,2.0,49.0,10467,46,Mobile_Bus,1
46.0,B-,3.0,8.0,13565,38,Mobile_Bus,1
38.0,A+,29.0,8.0,11221,53,Mobile_Bus,1
44.0,A-,18.0,47.0,1329,95,Hospital,0
25.0,AB+,27.0,42.0,9906,5,Mobile_Bus,0
37.0,O+,15.0,4.0,9369,58,Mobile_Bus,0
45.0,AB-,15.0,57.0,7496,69,Hospital,1
59.0,B-,10.0,41.0,3696,11,Hospital,1
46.0,A-,25.0,48.0,12943,41,Mobile_Bus,0
35.0,B-,,33.0,14449,9,Hospital,1
51.0,AB-,24.0,25.0,6347,12,Mobile_Bus,1
45.0,B+,28.0,32.0,12341,62,Clinic,1
58.0,A+,5.0,4.0,7434,90,Mobile_Bus,0
54.0,O-,19.0,46.0,5212,70,Mobile_Bus,0
59.0,O+,14.0,30.0,13388,3,Hospital,0
26.0,O+,8.0,18.0,12302,88,Clinic,1
44.0,A+,19.0,5.0,12622,78,Mobile_Bus,0
60.0,AB+,20.0,2.0,5915,47,Hospital,1
,A+,9.0,38.0,7784,50,Clinic,0
62.0,B-,6.0,11.0,9931,84,Hospital,1
60.0,A+,6.0,26.0,3129,79,Clinic,1
32.0,B+,19.0,2.0,10241,64,Mobile_Bus,0
23.0,AB-,1.0,57.0,2662,33,Hospital,1
60.0,B-,19.0,,10558,5,Mobile_Bus,0
29.0,A+,17.0,44.0,14665,20,Hospital,0
22.0,B-,7.0,9.0,5596,39,Mobile_Bus,0
47.0,O-,2.0,,9629,3,Mobile_Bus,1
30.0,O-,,2.0,1714,5,Mobile_Bus,0
31.0,B-,8.0,51.0,5015,20,Hospital,0
18.0,A+,27.0,56.0,3638,4,Clinic,0
55.0,A+,15.0,48.0,9916,27,Mobile_Bus,1
28.0,A+,,23.0,6770,62,Mobile_Bus,1
28.0,AB+,12.0,27.0,13149,96,Mobile_Bus,1
30.0,B+,7.0,9.0,276,44,Clinic,0
36.0,A-,22.0,51.0,14306,60,Hospital,1
37.0,B-,4.0,,11149,14,Mobile_Bus,0
64.0,B+,26.0,36.0,1700,59,Clinic,0
20.0,O+,15.0,11.0,7158,83,Clinic,0
42.0,AB-,7.0,48.0,14004,55,Clinic,1
23.0,B+,17.0,46.0,13642,33,Hospital,0
26.0,B-,,25.0,5212,72,Hospital,0
35.0,A+,27.0,32.0,10836,46,Mobile_Bus,0
22.0,O+,14.0,52.0,8687,47,Mobile_Bus,1
49.0,A+,13.0,41.0,587,69,Mobile_Bus,1
60.0,A-,13.0,28.0,424,47,Hospital,1
35.0,AB-,21.0,29.0,1773,62,Hospital,0
43.0,A-,13.0,17.0,3657,68,Mobile_Bus,1
33.0,B+,20.0,53.0,7163,30,Clinic,0
26.0,B+,8.0,4.0,5634,82,Mobile_Bus,1
48.0,A+,21.0,35.0,13639,56,Hospital,1
31.0,AB+,6.0,23.0,4788,64,Clinic,1
,AB-,,50.0,13685,15,Mobile_Bus,0
25.0,O-,8.0,29.0,8534,1,Mobile_Bus,1
50.0,AB+,14.0,26.0,9951,25,Mobile_Bus,1
23.0,B-,16.0,42.0,1482,45,Clinic,0
23.0,O-,,49.0,439,44,Mobile_Bus,0
26.0,AB-,5.0,26.0,12815,67,Hospital,1
54.0,B-,2.0,8.0,10395,32,Hospital,0
41.0,AB-,24.0,35.0,8712,51,Hospital,0
20.0,AB+,7.0,7.0,9230,9,Mobile_Bus,0
28.0,B-,7.0,49.0,7539,50,Hospital,0
61.0,A+,10.0,39.0,3273,43,Mobile_Bus,0
48.0,A-,26.0,48.0,4013,29,Mobile_Bus,0
20.0,AB-,17.0,29.0,10516,50,Mobile_Bus,0
31.0,A+,19.0,36.0,6176,37,Hospital,0
24.0,AB-,26.0,3.0,4668,50,Mobile_Bus,0
46.0,AB+,19.0,14.0,7771,12,Mobile_Bus,0
,A+,,30.0,10341,75,Hospital,1
19.0,AB+,18.0,56.0,12655,79,Clinic,0
,O-,29.0,28.0,7826,27,Mobile_Bus,1
52.0,B+,,9.0,13258,59,Mobile_Bus,1
61.0,A-,21.0,19.0,3629,58,Hospital,1
31.0,A+,6.0,9.0,7030,86,Mobile_Bus,0
62.0,O+,23.0,48.0,12588,94,Hospital,0
45.0,AB+,3.0,21.0,5685,2,Clinic,0
42.0,B-,18.0,43.0,10777,45,Mobile_Bus,0
52.0,A-,23.0,52.0,13899,95,Hospital,0
57.0,O-,28.0,13.0,4904,28,Hospital,0
59.0,B+,6.0,53.0,3376,19,Mobile_Bus,0
,O+,11.0,53.0,8232,25,Mobile_Bus,1
48.0,B+,27.0,39.0,3521,48,Hospital,0
50.0,O-,6.0,37.0,14527,98,Clinic,0
,O-,15.0,51.0,1097,70,Clinic,1
61.0,AB-,13.0,2.0,14083,83,Hospital,0
31.0,O+,18.0,25.0,6946,37,Mobile_Bus,1
37.0,B-,16.0,31.0,10621,37,Mobile_Bus,1
22.0,O+,6.0,34.0,8994,50,Mobile_Bus,1
41.0,O+,11.0,31.0,10768,69,Clinic,1
56.0,B-,3.0,38.0,14689,43,Hospital,1
62.0,B-,1.0,17.0,11794,95,Mobile_Bus,1
47.0,AB+,10.0,16.0,7153,20,Mobile_Bus,1
22.0,A-,16.0,32.0,4145,12,Mobile_Bus,1
55.0,O+,3.0,15.0,9002,73,Clinic,1
42.0,A+,23.0,44.0,8862,67,Mobile_Bus,1
40.0,AB+,21.0,41.0,6716,61,Clinic,0
49.0,AB-,21.0,15.0,4871,34,Hospital,1
62.0,B+,25.0,58.0,6101,56,Mobile_Bus,0
28.0,B+,24.0,36.0,11255,2,Hospital,0
42.0,A-,28.0,13.0,9834,23,Clinic,0
56.0,AB-,26.0,24.0,12664,24,Clinic,1
25.0,O+,4.0,30.0,10740,41,Hospital,0
37.0,A-,13.0,44.0,3625,10,Clinic,0
38.0,AB+,10.0,52.0,1379,47,Hospital,1
39.0,A-,16.0,,5657,50,Mobile_Bus,0
36.0,B-,2.0,20.0,5670,94,Clinic,0
57.0,AB+,12.0,52.0,13990,97,Mobile_Bus,1
,AB-,24.0,31.0,2164,68,Clinic,0
44.0,A-,,29.0,12832,45,Mobile_Bus,0
32.0,B+,4.0,46.0,6088,14,Hospital,0
34.0,B+,7.0,32.0,11754,31,Clinic,0
25.0,A+,10.0,37.0,9654,93,Clinic,1
19.0,A-,8.0,18.0,5685,1,Mobile_Bus,1
57.0,A-,14.0,52.0,1056,31,Mobile_Bus,0
18.0,O+,7.0,37.0,11480,43,Hospital,0
60.0,O+,9.0,31.0,10506,16,Mobile_Bus,1
63.0,A+,9.0,45.0,2310,48,Hospital,0
59.0,AB-,10.0,34.0,6362,44,Mobile_Bus,1
27.0,B-,8.0,48.0,11140,78,Hospital,0
44.0,O+,10.0,13.0,4952,82,Hospital,1
29.0,O+,13.0,6.0,7881,67,Clinic,0
50.0,O+,6.0,29.0,1200,76,Hospital,1
56.0,A+,17.0,29.0,12396,24,Clinic,0
63.0,O+,,53.0,8110,42,Clinic,0
45.0,A-,15.0,44.0,2103,35,Mobile_Bus,0
58.0,O-,28.0,31.0,3517,27,Clinic,0
49.0,B+,9.0,23.0,9596,3,Mobile_Bus,1
50.0,A-,21.0,51.0,3349,6,Clinic,0
19.0,B+,13.0,31.0,9597,44,Mobile_Bus,1
60.0,B+,9.0,1.0,7467,4,Hospital,1
61.0,B+,20.0,,4268,60,Clinic,0
51.0,AB-,13.0,21.0,1713,33,Hospital,1
37.0,B+,18.0,52.0,12212,91,Clinic,0
42.0,A-,28.0,6.0,1576,84,Hospital,1
26.0,O-,10.0,24.0,4383,29,Clinic,0
46.0,AB-,29.0,39.0,8793,18,Clinic,0
42.0,AB-,14.0,7.0,11163,2,Mobile_Bus,1
45.0,AB+,5.0,52.0,14637,78,Mobile_Bus,1
21.0,O+,4.0,33.0,14287,88,Mobile_Bus,0
41.0,A-,7.0,12.0,7355,88,Hospital,1
28.0,B-,25.0,6.0,10990,65,Mobile_Bus,0
43.0,A+,4.0,,9900,70,Clinic,1
61.0,B-,29.0,14.0,6780,52,Mobile_Bus,1
36.0,O-,15.0,54.0,2299,27,Hospital,0
31.0,AB+,4.0,52.0,10759,64,Clinic,0
41.0,AB-,,16.0,9921,7,Clinic,0
,O+,15.0,45.0,6041,31,Mobile_Bus,1
64.0,B-,20.0,25.0,4013,14,Hospital,0
18.0,A-,29.0,26.0,3097,87,Mobile_Bus,0
60.0,O-,9.0,47.0,11218,19,Clinic,1
57.0,AB-,26.0,1.0,314,69,Hospital,1
47.0,AB-,10.0,19.0,9974,14,Mobile_Bus,0
47.0,B-,28.0,,2648,36,Clinic,1
57.0,B-,2.0,48.0,11906,77,Clinic,0
35.0,A+,13.0,33.0,7579,97,Clinic,1
56.0,B-,21.0,42.0,9425,2,Mobile_Bus,1
47.0,A-,14.0,7.0,4194,42,Clinic,0
23.0,A-,21.0,10.0,5364,51,Hospital,0
59.0,A-,26.0,55.0,4943,27,Mobile_Bus,1
24.0,A+,18.0,58.0,2100,85,Hospital,0
,O+,12.0,6.0,1482,48,Mobile_Bus,1
36.0,AB-,13.0,28.0,4495,33,Mobile_Bus,0
25.0,B-,8.0,19.0,1294,35,Clinic,1
57.0,O-,7.0,14.0,5200,78,Mobile_Bus,1
48.0,O+,15.0,30.0,12277,18,Hospital,0
28.0,AB+,9.0,10.0,6766,5,Clinic,1
20.0,O-,,47.0,4914,88,Hospital,1
30.0,O+,27.0,25.0,4172,24,Clinic,1
19.0,AB-,12.0,36.0,14297,91,Mobile_Bus,1
23.0,B-,19.0,44.0,14425,54,Mobile_Bus,1
29.0,O+,18.0,54.0,5512,97,Mobile_Bus,0
,A-,20.0,34.0,5141,14,Clinic,1
49.0,O-,10.0,8.0,8721,12,Clinic,0
53.0,B-,4.0,31.0,14934,37,Hospital,0
30.0,O-,26.0,59.0,2845,47,Mobile_Bus,1
63.0,A+,17.0,29.0,1621,3,Mobile_Bus,1
49.0,AB-,21.0,8.0,14866,2,Mobile_Bus,1
57.0,O+,4.0,15.0,5055,53,Hospital,1
63.0,O-,28.0,39.0,10561,32,Hospital,1
53.0,A+,16.0,8.0,7287,53,Mobile_Bus,1
39.0,A-,8.0,5.0,13277,48,Hospital,0
37.0,O-,1.0,53.0,6884,89,Hospital,0
28.0,O+,6.0,4.0,9419,71,Hospital,0
31.0,AB-,15.0,7.0,3938,70,Mobile_Bus,1
20.0,A-,10.0,54.0,14912,58,Hospital,1
23.0,A+,14.0,56.0,5176,40,Clinic,1
40.0,AB-,21.0,30.0,13256,46,Clinic,1
43.0,O-,4.0,28.0,12665,49,Clinic,0
56.0,O-,18.0,49.0,10087,36,Clinic,0
35.0,A-,17.0,3.0,9551,84,Mobile_Bus,1
47.0,O+,23.0,58.0,5932,87,Hospital,0
37.0,A+,22.0,29.0,2947,86,Clinic,0
47.0,B-,3.0,43.0,2100,64,Hospital,1
48.0,AB-,16.0,38.0,7018,92,Clinic,1
40.0,AB+,,54.0,639,75,Hospital,1
27.0,AB-,25.0,31.0,861,18,Hospital,0
61.0,AB+,29.0,46.0,7229,45,Clinic,0
21.0,B-,12.0,14.0,300,73,Hospital,1
32.0,AB+,11.0,12.0,11515,32,Clinic,1
54.0,O+,3.0,27.0,5708,24,Clinic,0
61.0,A-,1.0,20.0,2573,56,Clinic,0
43.0,A+,23.0,43.0,3432,44,Mobile_Bus,1
46.0,A+,18.0,20.0,10699,86,Mobile_Bus,0
64.0,O-,13.0,22.0,5347,22,Mobile_Bus,1
,O-,8.0,53.0,14448,87,Mobile_Bus,1
40.0,O-,29.0,35.0,4207,2,Clinic,0
36.0,O-,6.0,55.0,1164,17,Mobile_Bus,0
19.0,AB-,13.0,54.0,13766,75,Clinic,0
34.0,A+,15.0,13.0,6752,66,Clinic,1
51.0,B-,14.0,20.0,13924,56,Mobile_Bus,0
49.0,A-,,57.0,6109,43,Hospital,0
62.0,AB+,10.0,31.0,8034,59,Clinic,0
28.0,A-,17.0,54.0,1472,15,Hospital,0
22.0,O-,28.0,38.0,4324,23,Clinic,0
55.0,A-,18.0,38.0,11730,29,Hospital,1
34.0,O+,24.0,27.0,1663,38,Mobile_Bus,0
34.0,AB-,27.0,23.0,14796,13,Mobile_Bus,1
23.0,AB-,17.0,40.0,10473,34,Hospital,1
55.0,O-,21.0,,4547,26,Hospital,1
30.0,A+,5.0,16.0,9900,49,Mobile_Bus,0
21.0,A+,19.0,27.0,9046,20,Hospital,0
64.0,AB+,6.0,30.0,12336,20,Mobile_Bus,0
38.0,A+,9.0,2.0,10096,8,Clinic,0
25.0,A-,23.0,56.0,7251,53,Mobile_Bus,0
35.0,AB+,12.0,32.0,12919,3,Clinic,1
,A-,9.0,49.0,6445,74,Clinic,0
55.0,A-,9.0,14.0,14416,64,Clinic,0
53.0,O-,1.0,25.0,2531,50,Hospital,1
64.0,A+,18.0,1.0,1607,86,Hospital,0
57.0,AB+,5.0,59.0,13780,42,Hospital,1
52.0,O-,15.0,5.0,9534,18,Hospital,1
31.0,O-,12.0,,1529,67,Clinic,0
29.0,AB-,9.0,17.0,12088,48,Mobile_Bus,0
23.0,A-,14.0,15.0,9519,31,Mobile_Bus,1
60.0,AB+,28.0,12.0,1170,84,Mobile_Bus,0
41.0,B+,28.0,48.0,11400,89,Clinic,0
41.0,O+,8.0,49.0,6184,59,Clinic,0
42.0,B+,,7.0,2182,77,Hospital,0
23.0,A+,23.0,49.0,1622,81,Hospital,1
55.0,B+,22.0,51.0,1151,84,Mobile_Bus,0
21.0,A-,21.0,23.0,4620,13,Mobile_Bus,0
23.0,A-,3.0,16.0,5680,59,Clinic,0
56.0,O+,27.0,,4536,98,Clinic,0
59.0,B-,29.0,56.0,8764,9,Hospital,0
44.0,O+,10.0,57.0,3770,95,Hospital,0
52.0,A-,14.0,31.0,12110,62,Clinic,1
33.0,A+,8.0,4.0,7577,91,Mobile_Bus,0
21.0,O+,28.0,53.0,6016,24,Hospital,1
28.0,O-,26.0,47.0,10242,73,Hospital,1
29.0,AB-,13.0,38.0,1695,38,Hospital,1
31.0,A-,27.0,46.0,5003,86,Clinic,1
63.0,B+,28.0,36.0,8175,4,Clinic,0
51.0,B+,28.0,42.0,6262,64,Clinic,1
45.0,O-,16.0,1.0,4406,64,Mobile_Bus,0
51.0,B-,12.0,36.0,13740,27,Hospital,0
53.0,B+,6.0,52.0,250,92,Mobile_Bus,0
51.0,O+,18.0,22.0,3923,31,Hospital,1
20.0,AB-,17.0,42.0,8082,83,Mobile_Bus,1
47.0,B+,7.0,14.0,11210,15,Hospital,0
28.0,AB+,12.0,24.0,8864,63,Clinic,1
47.0,AB+,21.0,8.0,1758,76,Clinic,1
60.0,B-,7.0,52.0,10188,52,Hospital,0
20.0,AB-,18.0,3.0,14643,90,Mobile_Bus,0
24.0,O+,26.0,2.0,4867,24,Hospital,0
62.0,A-,27.0,3.0,11409,12,Mobile_Bus,0
46.0,A-,,21.0,11090,92,Clinic,0
28.0,A-,,8.0,11496,12,Clinic,1
34.0,A+,22.0,45.0,5567,40,Clinic,1
28.0,O-,6.0,,1712,84,Mobile_Bus,1
48.0,AB-,24.0,12.0,10642,21,Mobile_Bus,0
49.0,AB-,18.0,10.0,4998,23,Mobile_Bus,1
38.0,A+,28.0,25.0,2576,41,Clinic,0
26.0,AB+,23.0,42.0,3706,28,Clinic,0
36.0,O+,6.0,44.0,11938,88,Clinic,1
,B-,18.0,25.0,13800,33,Clinic,1
50.0,A+,15.0,17.0,12889,95,Clinic,0
35.0,AB+,24.0,21.0,3235,10,Hospital,1
60.0,O+,20.0,31.0,4995,77,Clinic,1
52.0,O+,4.0,58.0,9916,34,Clinic,0
21.0,A-,15.0,49.0,12379,14,Hospital,0
63.0,A+,20.0,13.0,12520,77,Mobile_Bus,1
62.0,O-,17.0,9.0,5403,89,Mobile_Bus,1
56.0,B+,8.0,8.0,9971,51,Hospital,0
56.0,O+,16.0,34.0,14589,68,Mobile_Bus,1
50.0,AB+,25.0,24.0,6675,2,Hospital,0
61.0,A+,12.0,1.0,13743,9,Clinic,0
26.0,A+,22.0,35.0,4244,12,Hospital,1
33.0,B-,6.0,58.0,2703,44,Clinic,0
52.0,A-,2.0,13.0,9792,47,Mobile_Bus,1
23.0,A+,28.0,23.0,11366,5,Mobile_Bus,0
25.0,A-,4.0,55.0,4798,58,Hospital,1
29.0,B+,20.0,47.0,2719,59,Hospital,1
36.0,O-,23.0,56.0,3666,37,Clinic,0
27.0,A-,15.0,14.0,13034,17,Mobile_Bus,0
40.0,AB+,23.0,48.0,12947,92,Clinic,0
18.0,B-,5.0,41.0,2903,43,Clinic,1
60.0,A+,25.0,15.0,1229,72,Mobile_Bus,0
57.0,A-,23.0,20.0,3146,84,Clinic,0
47.0,A-,13.0,37.0,10255,62,Mobile_Bus,1
36.0,A-,27.0,25.0,2943,4,Clinic,1
49.0,O+,18.0,10.0,839,31,Mobile_Bus,1
